검토상태,전표번호,전표유형,계정과목,품목이름,금액,적요,1차판정,판정신뢰도,적용규칙ID,핵심쟁점,판정사유,법령근거,추가확인사항,근거URL,매칭문구,규칙버전
프로토타입 1차 스크리닝,18260114-2,과세매입,지급수수료,사업시행 자문,15100000,"공장 이전·확장 사업 승인신청 및 사업시행을 위한 인허가·업무대행 자문, 토지가치 증가 목적 아님",공제 가능,중간,R120_BUSINESS_EXPANSION_SERVICE,과세사업 수행을 위한 인수·실사·자문,구체적 사업 수행에 필요하고 토지 자체의 가치 증가 비용이 아닌 용역은 공제 가능,부가가치세법 제38조 제1항·대법원 2010두15902·2010두12552,계약서·자문 산출물·사업계획·대금지급 증빙을 보관하세요.,https://law.go.kr/LSW/precInfoP.do?precSeq=171788,"지급수수료 | 사업시행 자문 | 공장 이전·확장 사업 승인신청 및 사업시행을 위한 인허가·업무대행 자문, 토지가치 증가 목적 아님",2026-08-13
프로토타입 1차 스크리닝,18260114-3,과세매입,교육훈련비,안전교육,5893000,생산팀 산업안전·설비조작 교육비,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,교육훈련비 | 안전교육 | 생산팀 산업안전·설비조작 교육비,2026-08-13
프로토타입 1차 스크리닝,18260114-4,과세매입,차량유지비,승용차수리,2221000,"관리팀 1,600cc 승용차 엔진오일 및 수리",불공제 가능,높음,R050_SMALL_PASSENGER_CAR,비영업용 소형승용자동차 관련,직접 영업에 쓰는 예외 업종 외 소형승용차의 구입·임차·유지는 불공제,부가가치세법 제39조 제1항 제5호·시행령 제78조,차종·정원·배기량·차량번호와 직접 영업 사용 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제78조,"차량유지비 | 승용차수리 | 관리팀 1,600cc 승용차 엔진오일 및 수리",2026-08-13
프로토타입 1차 스크리닝,18260115-1,과세매입,복리후생비(생산),생산직원식대,6000000,야간 잔업 생산직원 식대 18명,공제 가능,중간,R150_EMPLOYEE_WELFARE_TRAINING,종업원 복리후생·직무교육,종업원 공동 복리후생과 직무 관련 교육은 사업 관련 매입으로 공제 가능,부가가치세법 제38조 제1항,대상자가 종업원인지와 복리후생 기준을 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,복리후생비(생산) | 생산직원식대 | 야간 잔업 생산직원 식대 18명,2026-08-13
프로토타입 1차 스크리닝,18260115-2,과세매입,소모품비(생산),안전장갑,3447000,현장 생산직 지급용 안전장갑 구매,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,소모품비(생산) | 안전장갑 | 현장 생산직 지급용 안전장갑 구매,2026-08-13
프로토타입 1차 스크리닝,18260115-3,과세매입,복리후생비(관리),직원간식,4396000,사무실 전 직원 공용 간식 및 생수 구매,공제 가능,중간,R150_EMPLOYEE_WELFARE_TRAINING,종업원 복리후생·직무교육,종업원 공동 복리후생과 직무 관련 교육은 사업 관련 매입으로 공제 가능,부가가치세법 제38조 제1항,대상자가 종업원인지와 복리후생 기준을 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,복리후생비(관리) | 직원간식 | 사무실 전 직원 공용 간식 및 생수 구매,2026-08-13
프로토타입 1차 스크리닝,18260115-4,과세매입,광고선전비,제품카탈로그,6897000,"B2B 영업용 제품 카탈로그 2,000부 제작",공제 가능,중간,R160_ADVERTISING_SALES,광고·판매촉진,과세매출을 위한 일반 광고·판매촉진비는 공제 원칙,부가가치세법 제38조 제1항,배포대상과 광고 목적을 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,"광고선전비 | 제품카탈로그 | B2B 영업용 제품 카탈로그 2,000부 제작",2026-08-13
프로토타입 1차 스크리닝,18260116-1,과세매입,수선비,설비수리,7291000,CNC 선반 스핀들 고장 수리 및 부품교체,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,수선비 | 설비수리 | CNC 선반 스핀들 고장 수리 및 부품교체,2026-08-13
프로토타입 1차 스크리닝,18260116-2,과세매입,기업업무추진비,거래처식사,1407000,주요 거래처 임원 4명 접대 목적 저녁식사,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 거래처식사 | 주요 거래처 임원 4명 접대 목적 저녁식사,2026-08-13
프로토타입 1차 스크리닝,18260116-3,과세매입,소모품비,전자기기,1796000,태블릿PC 구매 - 사용자 및 사용부서 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,소모품비 | 전자기기 | 태블릿PC 구매 - 사용자 및 사용부서 미기재,2026-08-13
프로토타입 1차 스크리닝,18260116-4,과세매입,지급수수료,인허가용역,13300000,"과세 제조시설 신축사업 추진을 위한 행정 인허가 및 사업계획 조정 용역, 부지 취득 자체를 위한 용역 아님",공제 가능,중간,R120_BUSINESS_EXPANSION_SERVICE,과세사업 수행을 위한 인수·실사·자문,구체적 사업 수행에 필요하고 토지 자체의 가치 증가 비용이 아닌 용역은 공제 가능,부가가치세법 제38조 제1항·대법원 2010두15902·2010두12552,계약서·자문 산출물·사업계획·대금지급 증빙을 보관하세요.,https://law.go.kr/LSW/precInfoP.do?precSeq=171788,"지급수수료 | 인허가용역 | 과세 제조시설 신축사업 추진을 위한 행정 인허가 및 사업계획 조정 용역, 부지 취득 자체를 위한 용역 아님",2026-08-13
프로토타입 1차 스크리닝,18260117-1,과세매입,외주가공비,도금가공,1492000,납품제품 표면 아연도금 외주가공,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,외주가공비 | 도금가공 | 납품제품 표면 아연도금 외주가공,2026-08-13
프로토타입 1차 스크리닝,18260117-2,과세매입,외주가공비,도금가공,7526000,납품제품 표면 아연도금 외주가공,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,외주가공비 | 도금가공 | 납품제품 표면 아연도금 외주가공,2026-08-13
프로토타입 1차 스크리닝,18260117-3,과세매입,소모품비,가사용품,1152000,대표 개인주거지 배송 가사용 생활용품,불공제 가능,높음,R030_PRIVATE_OR_HOME_USE,사업과 직접 관련 없는 개인·가사 지출,대표자 개인사용·가사 지출 등 사업과 직접 관련 없는 지출은 불공제,부가가치세법 제39조 제1항 제4호·시행령 제77조,실제 사용 장소와 사용자 및 회사업무 관련성을 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제77조,소모품비 | 가사용품 | 대표 개인주거지 배송 가사용 생활용품,2026-08-13
프로토타입 1차 스크리닝,18260117-4,과세매입,임차료,승용차렌트,2132000,영업관리용 5인승 승용차 월 렌트료,불공제 가능,높음,R050_SMALL_PASSENGER_CAR,비영업용 소형승용자동차 관련,직접 영업에 쓰는 예외 업종 외 소형승용차의 구입·임차·유지는 불공제,부가가치세법 제39조 제1항 제5호·시행령 제78조,차종·정원·배기량·차량번호와 직접 영업 사용 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제78조,임차료 | 승용차렌트 | 영업관리용 5인승 승용차 월 렌트료,2026-08-13
프로토타입 1차 스크리닝,18260118-1,과세매입,복리후생비,개인용품,2229000,대표이사 자택 사용 가전제품 구매,불공제 가능,높음,R030_PRIVATE_OR_HOME_USE,사업과 직접 관련 없는 개인·가사 지출,대표자 개인사용·가사 지출 등 사업과 직접 관련 없는 지출은 불공제,부가가치세법 제39조 제1항 제4호·시행령 제77조,실제 사용 장소와 사용자 및 회사업무 관련성을 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제77조,복리후생비 | 개인용품 | 대표이사 자택 사용 가전제품 구매,2026-08-13
프로토타입 1차 스크리닝,18260118-2,과세매입,수선비,시설수리,1181000,건물 시설 수리비 - 사업장/사택 구분 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,수선비 | 시설수리 | 건물 시설 수리비 - 사업장/사택 구분 미기재,2026-08-13
프로토타입 1차 스크리닝,18260118-3,과세매입,소모품비(생산),안전장갑,5415000,현장 생산직 지급용 안전장갑 구매,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,소모품비(생산) | 안전장갑 | 현장 생산직 지급용 안전장갑 구매,2026-08-13
프로토타입 1차 스크리닝,18260118-4,과세매입,회의비,식대,462000,외부 참석자 포함 회의 식대 - 참석자 명단 미첨부,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,회의비 | 식대 | 외부 참석자 포함 회의 식대 - 참석자 명단 미첨부,2026-08-13
프로토타입 1차 스크리닝,18260119-1,과세매입,수선비,시설수리,2306000,건물 시설 수리비 - 사업장/사택 구분 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,수선비 | 시설수리 | 건물 시설 수리비 - 사업장/사택 구분 미기재,2026-08-13
프로토타입 1차 스크리닝,18260119-2,과세매입,지급수수료,사업자문,11900000,생산시설 개발사업 공동시행을 위해 필요한 대상법인 지분 인수·사업승인 자문,공제 가능,중간,R120_BUSINESS_EXPANSION_SERVICE,과세사업 수행을 위한 인수·실사·자문,구체적 사업 수행에 필요하고 토지 자체의 가치 증가 비용이 아닌 용역은 공제 가능,부가가치세법 제38조 제1항·대법원 2010두15902·2010두12552,계약서·자문 산출물·사업계획·대금지급 증빙을 보관하세요.,https://law.go.kr/LSW/precInfoP.do?precSeq=171788,지급수수료 | 사업자문 | 생산시설 개발사업 공동시행을 위해 필요한 대상법인 지분 인수·사업승인 자문,2026-08-13
프로토타입 1차 스크리닝,18260119-3,과세매입,기업업무추진비,거래처선물,475000,거래처 대표 명절 선물세트 제공,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 거래처선물 | 거래처 대표 명절 선물세트 제공,2026-08-13
프로토타입 1차 스크리닝,18260119-4,과세매입,운반비,화물운송,6130000,완제품 거래처 납품용 5톤 화물운송,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,운반비 | 화물운송 | 완제품 거래처 납품용 5톤 화물운송,2026-08-13
